name,assembly_barcode,assembly_status,city,collection_date,collection_month,collection_time,DATE,comment,continent,country,county,created,download_fasta_link,email,lab_contact,lastmodified,latitude,longitude,n50,orderby,postcode,region,sample_accession,secondary_sample_accession,serotype,source_details,source_niche,source_type,strain_barcode,strain_name,sts,top_species,uberstrain,version,GENOTYPE,cgMLST,cgMLST_v2,rMLST,wgMLST,d5,d150,d400,d0,d2000,d2,d200,d2600,d50,d900,d100,d2850,d10,d20,dashboard view
SAL_BA0240AA,SAL_BA9601AA_AS,Assembled,,,,,2013,,Africa,Malawi,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_BA9601AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,172036,barcode,,,SAMEA2158718,ERS327375,Typhi,Homo sapiens,Human,Human,SAL_BA0240AA,BKQ4H1,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2392AA_ST', 'st_id': 42389, 'timestamp': '2016-10-13 18:34:44.899963', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:02.062859', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.197517', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7181AA_ST', 'st_id': 40235, 'timestamp': '2016-10-13 18:48:43.442034', 'version': '3.1'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2477AA_ST', 'st_id': 37242, 'timestamp': '2016-10-13 18:36:54.985775', 'version': '3.1', 'HC': {'d0': '37242', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '12503', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '202', 'd50': '202', 'd900': '202'}}]",Salmonella enterica;98.51%,SAL_BA0240AA,1,1,40235,37242,1416,42389,202,202,202,37242,202,12503,202,2,202,202,202,2,202,202,include
SAL_BA0241AA,SAL_BA9632AA_AS,Assembled,,,,,2013,,Africa,Malawi,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_BA9632AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,161204,barcode,,,SAMEA2152511,ERS327374,Typhi,Homo sapiens,Human,Human,SAL_BA0241AA,BHA2QL,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7182AA_ST', 'st_id': 40236, 'timestamp': '2016-10-13 18:48:43.446442', 'version': '3.1'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2476AA_ST', 'st_id': 37241, 'timestamp': '2016-10-13 18:36:54.982792', 'version': '3.1', 'HC': {'d0': '37241', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '37241', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '202', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:02.063212', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.197689', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2386AA_ST', 'st_id': 42383, 'timestamp': '2016-10-13 18:34:44.886685', 'version': '3.1'}]",Salmonella enterica;98.41%,SAL_BA0241AA,1,1,40236,37241,1416,42383,202,202,202,37241,202,37241,202,2,202,202,202,2,202,202,include
SAL_BA0242AA,SAL_JA0957AA_AS,Assembled,,,,,2010,,Africa,Malawi,,2015-11-07T08:43:55.407544+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA0957AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,162242,barcode,,,SAMEA2160218,ERS327373,Typhi,Homo sapiens,Human,Human,SAL_BA0242AA,A59204,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA7747AA_ST', 'st_complex': '13.1', 'st_id': 7749, 'subspecies': 'enterica serovar Typhi', 'timestamp': '2016-10-26 12:02:43.162821', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_VA1324AA_ST', 'st_id': 192, 'timestamp': '2016-10-13 18:34:05.754479', 'version': '3.2'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7180AA_ST', 'st_id': 40234, 'timestamp': '2016-10-13 18:48:43.438521', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.019395', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2475AA_ST', 'st_id': 37240, 'timestamp': '2016-10-13 18:36:54.979633', 'version': '3.2', 'HC': {'d0': '37240', 'd10': '33268', 'd100': '202', 'd150': '202', 'd2': '33268', 'd20': '33268', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '33268', 'd50': '12511', 'd900': '202'}}]",Salmonella enterica;100.0%,SAL_BA0242AA,1,1,40234,37240,7749,192,33268,202,202,37240,202,33268,202,2,12511,202,202,2,33268,33268,include
SAL_BA0243AA,SAL_JA0405AA_AS,Assembled,,,,,2010,,Africa,Malawi,,2015-11-06T22:20:40.464681+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA0405AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,153958,barcode,,,SAMEA2153568,ERS327372,Typhi,Homo sapiens,Human,Human,SAL_BA0243AA,D56675,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.684306', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2374AA_ST', 'st_id': 42371, 'timestamp': '2016-10-13 18:34:06.099556', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7184AA_ST', 'st_id': 40238, 'timestamp': '2016-10-13 18:47:45.266827', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.345187', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2474AA_ST', 'st_id': 37239, 'timestamp': '2016-10-13 18:36:54.976614', 'version': '3.1', 'HC': {'d0': '37239', 'd10': '37239', 'd100': '202', 'd150': '202', 'd2': '37239', 'd20': '12514', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37239', 'd50': '12514', 'd900': '202'}}]",Salmonella enterica;100.0%,SAL_BA0243AA,1,2,40238,37239,1416,42371,37239,202,202,37239,202,37239,202,2,12514,202,202,2,37239,12514,include
SAL_BA0244AA,SAL_BA9699AA_AS,Assembled,,,,,2010,,Africa,Malawi,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_BA9699AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,155196,barcode,,,SAMEA2147103,ERS327371,Typhi,Homo sapiens,Human,Human,SAL_BA0244AA,1003078,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2473AA_ST', 'st_id': 37238, 'timestamp': '2016-10-13 18:36:54.973530', 'version': '3.1', 'HC': {'d0': '37238', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '12522', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '12518', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.683954', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2384AA_ST', 'st_id': 42381, 'timestamp': '2016-10-13 18:34:06.111680', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.020079', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7183AA_ST', 'st_id': 40237, 'timestamp': '2016-10-13 18:48:43.449998', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_BA0244AA,1,1,40237,37238,1416,42381,12518,202,202,37238,202,12522,202,2,202,202,202,2,202,202,include
SAL_BA0245AA,SAL_BA9721AA_AS,Assembled,,,,,2000,,South America,Peru,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_BA9721AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,155039,barcode,,,SAMEA1930173,ERS330832,Typhi,Homo sapiens,Human,Human,SAL_BA0245AA,E00-6999  ,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.344659', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2379AA_ST', 'st_id': 42376, 'timestamp': '2016-10-13 18:34:06.108672', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.684833', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7185AA_ST', 'st_id': 40239, 'timestamp': '2016-10-13 18:48:43.453591', 'version': '3.1'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2472AA_ST', 'st_id': 37237, 'timestamp': '2016-10-13 18:36:54.970528', 'version': '3.1', 'HC': {'d0': '37237', 'd10': '37237', 'd100': '6941', 'd150': '202', 'd2': '37237', 'd20': '37237', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37237', 'd50': '37237', 'd900': '202'}}]",Salmonella enterica;100.0%,SAL_BA0245AA,1,2,40239,37237,1416,42376,37237,202,202,37237,202,37237,202,2,37237,202,6941,2,37237,37237,include
SAL_BA0246AA,SAL_BA9749AA_AS,Assembled,,,,,1972,,Asia,Vietnam,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_BA9749AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,153674,barcode,,,SAMEA1930265,ERS330924,Typhi,Homo sapiens,Human,Human,SAL_BA0246AA,72-1907,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.685357', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.020250', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7187AA_ST', 'st_id': 40241, 'timestamp': '2016-10-13 18:48:43.456937', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2382AA_ST', 'st_id': 42379, 'timestamp': '2016-10-13 18:32:29.477247', 'version': '3.1'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2471AA_ST', 'st_id': 37236, 'timestamp': '2016-10-13 18:36:54.967526', 'version': '3.1', 'HC': {'d0': '37236', 'd10': '37236', 'd100': '202', 'd150': '202', 'd2': '37236', 'd20': '37236', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37236', 'd50': '35401', 'd900': '202'}}]",Salmonella enterica;100.0%,SAL_BA0246AA,1,1,40241,37236,1416,42379,37236,202,202,37236,202,37236,202,2,35401,202,202,2,37236,37236,include
SAL_BA0247AA,SAL_BA9781AA_AS,Assembled,,,,,2004,,Africa,Cameroon,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_BA9781AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,183927,barcode,,,SAMEA1930236,ERS330895,Typhi,Homo sapiens,Human,Human,SAL_BA0247AA,IPCL,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.684129', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.344485', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7188AA_ST', 'st_id': 40242, 'timestamp': '2016-10-13 18:48:43.460275', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2381AA_ST', 'st_id': 42378, 'timestamp': '2016-10-13 18:34:44.879904', 'version': '3.1'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2470AA_ST', 'st_id': 37235, 'timestamp': '2016-10-13 18:36:54.964537', 'version': '3.1', 'HC': {'d0': '37235', 'd10': '37113', 'd100': '3260', 'd150': '202', 'd2': '37235', 'd20': '3260', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37235', 'd50': '3260', 'd900': '202'}}]",Salmonella enterica;100.0%,SAL_BA0247AA,1,2,40242,37235,1416,42378,37235,202,202,37235,202,37235,202,2,3260,202,3260,2,37113,3260,include
SAL_BA0248AA,SAL_BA9811AA_AS,Assembled,,,,,2004,,Africa,Cameroon,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_BA9811AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,204303,barcode,,,SAMEA1930234,ERS330893,Typhi,Homo sapiens,Human,Human,SAL_BA0248AA,IPCI,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2376AA_ST', 'st_id': 42373, 'timestamp': '2016-10-13 18:34:44.869612', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7186AA_ST', 'st_id': 40240, 'timestamp': '2016-10-13 18:49:26.905843', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.345901', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2469AA_ST', 'st_id': 37234, 'timestamp': '2016-10-13 18:36:55.256702', 'version': '3.1', 'HC': {'d0': '37234', 'd10': '37113', 'd100': '3260', 'd150': '202', 'd2': '37234', 'd20': '3260', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37234', 'd50': '3260', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.684658', 'version': '3.0'}]",Salmonella enterica;98.3%,SAL_BA0248AA,1,2,40240,37234,1416,42373,37234,202,202,37234,202,37234,202,2,3260,202,3260,2,37113,3260,include
SAL_BA0249AA,SAL_BA9838AA_AS,Assembled,,,,,2005,,Africa,Angola,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_BA9838AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,153707,barcode,,,SAMEA1930208,ERS330867,Typhi,Homo sapiens,Human,Human,SAL_BA0249AA,May-83,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2380AA_ST', 'st_id': 42377, 'timestamp': '2016-10-13 18:34:44.876532', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7189AA_ST', 'st_id': 40243, 'timestamp': '2016-10-13 18:47:45.270110', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.345012', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2468AA_ST', 'st_id': 37233, 'timestamp': '2016-10-13 18:36:54.961550', 'version': '3.1', 'HC': {'d0': '37233', 'd10': '33511', 'd100': '20776', 'd150': '202', 'd2': '33511', 'd20': '20776', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '33511', 'd50': '20776', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.684481', 'version': '3.0'}]",Salmonella enterica;97.02%,SAL_BA0249AA,1,2,40243,37233,1416,42377,33511,202,202,37233,202,33511,202,2,20776,202,20776,2,33511,20776,include
SAL_BA0250AA,SAL_BA9869AA_AS,Assembled,,,,,2009,,Europe,France,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_BA9869AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,173329,barcode,,,SAMEA1930229,ERS330888,Typhi,Homo sapiens,Human,Human,SAL_BA0250AA,Sep-19,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.442285', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA7910AA_ST', 'st_complex': '13.1', 'st_id': 7912, 'timestamp': '2018-01-08 04:44:11.748859', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2467AA_ST', 'st_id': 37232, 'timestamp': '2016-10-13 18:36:54.958502', 'version': '3.1', 'HC': {'d0': '37232', 'd10': '3475', 'd100': '202', 'd150': '202', 'd2': '37139', 'd20': '3475', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '3475', 'd50': '3475', 'd900': '202'}}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2378AA_ST', 'st_id': 42375, 'timestamp': '2016-10-13 18:34:44.873097', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7190AA_ST', 'st_id': 40244, 'timestamp': '2016-10-13 18:48:43.467197', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_BA0250AA,1,2,40244,37232,7912,42375,3475,202,202,37232,202,37139,202,2,3475,202,202,2,3475,3475,include
SAL_BA0251AA,SAL_BA9896AA_AS,Assembled,,,,,1958,,Africa,Cameroon,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_BA9896AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,206334,barcode,,,SAMEA1930262,ERS330921,Typhi,Homo sapiens,Human,Human,SAL_BA0251AA,Dec-58,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2373AA_ST', 'st_id': 42370, 'timestamp': '2016-10-13 18:34:06.096340', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7191AA_ST', 'st_id': 40245, 'timestamp': '2016-10-13 18:49:01.591835', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.751034', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2466AA_ST', 'st_id': 37231, 'timestamp': '2016-10-13 18:36:54.955443', 'version': '3.1', 'HC': {'d0': '37231', 'd10': '37218', 'd100': '12713', 'd150': '12713', 'd2': '37231', 'd20': '37218', 'd200': '12713', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37231', 'd50': '37218', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.294292', 'version': '3.0'}]",Salmonella enterica;100.0%,SAL_BA0251AA,1,2,40245,37231,1416,42370,37231,12713,202,37231,202,37231,12713,2,37218,202,12713,2,37218,37218,include
SAL_BA0252AA,SAL_BA9926AA_AS,Assembled,,,,,2002,,Africa,Benin,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_BA9926AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,153688,barcode,,,SAMEA1930196,ERS330855,Typhi,Homo sapiens,Human,Human,SAL_BA0252AA,E02-1739  ,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2465AA_ST', 'st_id': 37230, 'timestamp': '2016-10-13 18:36:54.952053', 'version': '3.1', 'HC': {'d0': '37230', 'd10': '37230', 'd100': '202', 'd150': '202', 'd2': '37230', 'd20': '3475', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37230', 'd50': '3475', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA7910AA_ST', 'st_complex': '13.1', 'st_id': 7912, 'timestamp': '2018-01-08 04:44:11.743954', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.294820', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2375AA_ST', 'st_id': 42372, 'timestamp': '2016-10-13 18:34:06.102612', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7192AA_ST', 'st_id': 40246, 'timestamp': '2016-10-13 18:47:45.273412', 'version': '3.1'}]",Salmonella enterica;87.5%,SAL_BA0252AA,1,2,40246,37230,7912,42372,37230,202,202,37230,202,37230,202,2,3475,202,202,2,37230,3475,include
SAL_BA0253AA,SAL_JA0967AA_AS,Assembled,,,,,1976,,Asia,Indonesia,,2015-11-07T08:43:55.407544+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA0967AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,154360,barcode,,,SAMEA1930264,ERS330923,Typhi,Homo sapiens,Human,Human,SAL_BA0253AA,76-1406,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7193AA_ST', 'st_id': 40247, 'timestamp': '2016-10-13 18:48:43.471102', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.973771', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2464AA_ST', 'st_id': 37229, 'timestamp': '2016-10-13 18:36:54.949027', 'version': '3.1', 'HC': {'d0': '37229', 'd10': '37229', 'd100': '202', 'd150': '202', 'd2': '37229', 'd20': '37229', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37229', 'd50': '5499', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.388908', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2371AA_ST', 'st_id': 42368, 'timestamp': '2016-10-13 18:34:44.862843', 'version': '3.1'}]",Salmonella enterica;98.57%,SAL_BA0253AA,1,2,40247,37229,1416,42368,37229,202,202,37229,202,37229,202,2,5499,202,202,2,37229,37229,include
