NAME,MLST ST (Pasteur),MLST PROFILE (Pasteur),CGMLST,LINCODE,SUBLINEAGE,CLONAL GROUP,Inc Types,K Locus (wzi),Capsule type,O LOCUS,O type,Virulence Score,AEROBACTIN (AbST),COLIBACTIN (CbST),SALMOCHELIN (SmST),YERSINIABACTIN (YbST),RmpADC,rmpA2
ERR1217231,39,2_1_2_4_9_1_14,2037,0_0_107_1_0_0_0_0_0_0,39,10192,IncFIB(K)--IncFII(K); IncX1,KL62 (wzi62),K62,O1/O2v2,O1,1,0,0,0,ybt 15; ICEKp11 (378),-,-
ERR1217232,15,1_1_1_1_1_1_1,2038,0_0_0_0_2_0_29_1_0_0,15,15,Col(MG828); ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR,KL24 (wzi24),K24,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217233,3656,2_1_1_231_27_5_4,2039,0_0_21_0_0_0_0_0_0_0,784,784,Col(MG828); ColRNAI; IncFIB(K)(pCAV1099-114); IncFII(K),KL146 (wzi118),unknown (KL146),O1/O2v2,O1,0,0,0,0,0,-,-
ERR1217234,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217235,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217236,20,2_3_1_1_4_4_4,2040,0_0_22_1_3_0_0_0_0_0,17,3651,IncFIB(K),KL28 (wzi84),K28,O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217237,15,1_1_1_1_1_1_1,2041,0_0_0_0_2_0_29_0_0_0,15,15,Col(MG828); ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR,KL24 (wzi24),K24,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217241,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,Col(MG828); ColRNAI; IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1217242,107,2_1_2_17_27_1_39,2042,0_0_80_5_0_0_0_0_0_0,107,10102,ColRNAI; IncFII(K),KL47 (-),K47,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217243,1418,4_3_1_6_1_1_16,2043,0_0_158_12_0_0_1_0_0_0,45,1418,Col(pHAD28); ColRNAI; IncFIB(K); IncFII(K); repB(R1701),KL13 (-),K13,O3b,O3b,1,0,0,0,ybt 10; ICEKp4 (78),-,-
ERR1217244,11,3_3_1_1_1_1_4,2044,0_0_105_11_0_0_0_3_0_0,258,3666,IncFIA(pBK30683); IncFIB(K); IncFII(K); IncFII(pKPX1)--repB(R1701); IncR,KL24 (wzi24),K24,O1/O2v1,O2a,1,0,0,0,ybt 15; ICEKp11 (230-1LV),-,-
ERR1217245,2791,3_4_1_1_1_5_91,2045,0_0_169_0_0_0_0_0_0_0,2791,2791,Col(pHAD28); ColRNAI; IncFIB(K); IncFII(K); IncR; repB(R1701),KL48 (wzi22),K48,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217246,512,54_3_1_1_1_1_79,2046,0_0_105_6_0_0_17_70_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217248,147,3_4_6_1_7_4_38,2047,0_0_197_0_4_3_0_0_0_0,147,147,Col(pHAD28); IncA; IncFIB(K); IncFIB(pKPHS1),KL64 (wzi64),K64,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1217249,307,4_1_2_52_1_1_7,2048,0_0_369_0_0_0_0_0_1_1,307,307,Col440I; IncFIB(K)--IncFII(K),KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,1,0,0,0,ybt 9; ICEKp3 (157-1LV),-,-
ERR1217250,258,3_3_1_1_1_1_79,2049,0_0_105_6_0_0_19_6_0_0,258,258,IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217251,36,2_1_2_1_7_1_7,2050,0_0_29_2_1_0_0_0_0_0,268,3686,Col(pHAD28); IncFIB(K),KL27 (wzi27),K27,O1/O2v2,O2afg,1,0,0,0,ybt 15; ICEKp11 (238-3LV),-,-
ERR1217252,512,54_3_1_1_1_1_79,2046,0_0_105_6_0_0_17_70_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217253,307,4_1_2_52_1_1_7,2051,0_0_369_0_0_0_0_0_5_0,307,307,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,1,0,0,0,ybt 9; ICEKp3 (157-1LV),-,-
ERR1217254,258,3_3_1_1_1_1_79,2052,0_0_105_6_0_0_19_0_0_0,258,258,ColRNAI; IncC; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217255,15,1_1_1_1_1_1_1,2053,0_0_0_0_2_0_31_0_0_0,15,15,ColpVC; IncC; IncFIB(K); IncFIB(pKPHS1); IncFII(K),KL24 (wzi24),K24,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (28),-,-
ERR1217256,512,54_3_1_1_1_1_79,2046,0_0_105_6_0_0_17_70_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217257,512,54_3_1_1_1_1_79,2046,0_0_105_6_0_0_17_70_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217259,307,4_1_2_52_1_1_7,2054,0_0_369_0_0_0_0_0_1_19,307,307,ColRNAI; IncFIB(K),KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,1,0,0,0,ybt 10; ICEKp4 (384),-,-
ERR1217261,512,54_3_1_1_1_1_79,2055,0_0_105_6_0_0_27_0_0_0,258,258,IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217263,512,54_3_1_1_1_1_79,2056,0_0_105_6_0_0_17_88_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217264,416,2_38_1_1_7_4_89,2057,0_0_9_0_1_0_0_0_1_0,416,416,Col(pHAD28); IncFIA(HI1); IncFIB(K); IncFII(K),KL30 (wzi273),K30,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1217265,512,54_3_1_1_1_1_79,2058,0_0_105_6_0_0_17_65_9_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217266,512,54_3_1_1_1_1_79,2059,0_0_105_6_0_0_17_71_0_0,258,258,ColRNAI; IncFIB(K)--IncFII(K); IncFIB(pQil); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217267,512,54_3_1_1_1_1_79,2060,0_0_105_6_0_0_17_65_12_0,258,258,Col(pHAD28); ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217268,512,54_3_1_1_1_1_79,68,0_0_105_6_0_0_17_65_9_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217269,512,54_3_1_1_1_1_79,2058,0_0_105_6_0_0_17_65_9_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217270,512,54_3_1_1_1_1_79,2058,0_0_105_6_0_0_17_65_9_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217271,15,1_1_1_1_1_1_1,8921,0_0_0_0_12_0_0_0_0_0,15,15,IncFIB(K),KL24 (wzi24),K24,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217272,512,54_3_1_1_1_1_79,2063,0_0_105_6_0_0_17_65_36_0,258,258,Col(pHAD28); ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncN,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217274,512,54_3_1_1_1_1_79,2064,0_0_105_6_0_0_17_65_47_0,258,258,ColRNAI; ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217275,14,1_6_1_1_1_1_1,2065,0_0_1_1_7_0_0_0_0_0,14,14,Col(pHAD28); Col(pHAD28); ColRNAI; ColRNAI; IncFIB(K); IncM1,KL2 (wzi2),K2,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217278,20,2_3_1_1_4_4_4,2067,0_0_22_2_20_0_0_0_0_0,17,20,Col(pHAD28); ColRNAI; IncFIB(K); IncFIB(pNDM-Mar)--IncHI1B(pNDM-MAR); IncFIB(pQil); IncFII(K); IncFII(K); IncR,KL28 (wzi84),K28,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1217279,512,54_3_1_1_1_1_79,2068,0_0_105_6_0_0_17_72_0_0,258,258,Col(pHAD28); IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217280,20,2_3_1_1_4_4_4,2069,0_0_22_2_5_0_0_0_0_0,17,20,Col440I; IncFIB(K)(pCAV1099-114); IncFIB(pNDM-Mar); IncR,KL28 (wzi84),K28,O1/O2v2,O1,1,0,0,0,ybt 14; ICEKp5 (135),-,-
ERR1217281,512,54_3_1_1_1_1_79,2070,0_0_105_6_0_0_17_65_13_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil)--IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217282,37,2_9_2_1_13_1_16,2071,0_0_109_1_8_1_0_0_0_0,37,37,IncFIB(K),KL38 (wzi96),K38,O3b,O3b,0,0,0,0,0,-,-
ERR1217283,512,54_3_1_1_1_1_79,2072,0_0_105_6_0_0_17_65_55_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217285,512,54_3_1_1_1_1_79,2073,0_0_105_6_0_0_17_92_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217286,15,1_1_1_1_1_1_1,8922,0_0_0_0_2_0_25_0_0_0,15,15,Col(pHAD28); ColRNAI; IncFIB(K); IncFII(K); IncFII(K); repB(R1701),KL24 (wzi24),K24,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (28),-,-
ERR1217287,512,54_3_1_1_1_1_79,2075,0_0_105_6_0_0_17_65_56_0,258,258,ColRNAI; ColpVC; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (-),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217289,512,54_3_1_1_1_1_79,2075,0_0_105_6_0_0_17_65_56_0,258,258,ColRNAI; ColpVC; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (-),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217291,512,54_3_1_1_1_1_79,2076,0_0_105_6_0_0_17_93_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217292,307,4_1_2_52_1_1_7,2077,0_0_369_0_0_0_0_0_1_11,307,307,IncFIB(K)--IncFII(K),KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,1,0,0,0,ybt 9; ICEKp3 (157-1LV),-,-
ERR1217293,512,54_3_1_1_1_1_79,2078,0_0_105_6_0_0_17_127_1_0,258,258,ColRNAI; ColpVC; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217294,512,54_3_1_1_1_1_79,2080,0_0_105_6_0_0_17_94_0_0,258,258,Col(pHAD28); ColRNAI; ColpVC; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217295,661,4_3_1_36_9_10_14,2081,0_0_122_0_12_0_0_0_0_0,661,661,ColRNAI; IncFIB(K); IncFIB(pKPHS1),KL28 (wzi84),K28,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1217296,512,54_3_1_1_1_1_79,2082,0_0_105_6_0_0_17_65_64_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217297,3657,23_31_2_1_9_200_23,2083,0_0_308_0_0_0_0_0_0_0,1628,3657,Col(pHAD28); IncFIB(K),KL7 (wzi419),K7,O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217298,512,54_3_1_1_1_1_79,2084,0_0_105_6_0_0_17_65_65_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217299,20,2_3_1_1_4_4_4,2085,0_0_22_2_14_0_0_0_0_0,17,20,Col(pHAD28); ColRNAI; ColpVC; IncFIB(K); IncFII(pKP91); IncR,KL24 (wzi24),K24,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217300,512,54_3_1_1_1_1_79,2084,0_0_105_6_0_0_17_65_65_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217302,512,54_3_1_1_1_1_79,2082,0_0_105_6_0_0_17_65_64_0,258,258,ColRNAI; ColpVC; IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217304,512,54_3_1_1_1_1_79,2086,0_0_105_6_0_0_17_83_0_0,258,258,ColRNAI; IncFIB(K); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217305,11,3_3_1_1_1_1_4,2087,0_0_105_0_3_0_10_0_0_0,258,340,ColRNAI; IncFII(K); IncR; IncX3,KL105 (wzi75),unknown (KL105),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217306,258,3_3_1_1_1_1_79,2088,0_0_105_6_0_0_2_0_0_0,258,258,IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),unknown (O1/O2v2),unknown (O2afg),1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1217307,1017,2_2_2_1_1_4_34,2089,0_0_348_1_0_0_0_0_0_0,1017,1017,IncFIB(pKPHS1),KL58 (wzi130),K58,O3b,O3b,0,0,0,0,0,-,-
ERR1217308,512,54_3_1_1_1_1_79,2090,0_0_105_6_0_0_17_65_66_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217309,1017,2_2_2_1_1_4_34,2089,0_0_348_1_0_0_0_0_0_0,1017,1017,IncFIB(pKPHS1),KL58 (wzi130),K58,O3b,O3b,0,0,0,0,0,-,-
ERR1217310,512,54_3_1_1_1_1_79,2084,0_0_105_6_0_0_17_65_65_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217311,985,10_3_2_2_6_4_4,2091,0_0_137_9_0_0_0_0_0_0,29,985,Col156; IncFIB(K); IncFII(pMET),KL39 (wzi39),K39,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1217312,512,54_3_1_1_1_1_79,2082,0_0_105_6_0_0_17_65_64_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217313,2777,2_1_1_17_27_1_39,2092,0_0_80_2_0_0_0_0_0_0,107,2777,Col440I; IncFIB(K)(pCAV1099-114); IncHI1B(pNDM-MAR),unknown (KL47) (-),unknown (K47),O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217314,258,3_3_1_1_1_1_79,2088,0_0_105_6_0_0_2_0_0_0,258,258,IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1217315,258,3_3_1_1_1_1_79,502,0_0_105_6_0_0_0_5_15_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1217316,45,2_1_1_6_7_1_12,2093,0_0_158_8_0_0_1_3_0_0,45,45,IncFIB(K),KL24 (wzi101),K24,O1/O2v1,O2a,1,0,0,0,ybt 10; ICEKp4 (78-1LV),-,-
ERR1217317,512,54_3_1_1_1_1_79,538,0_0_105_6_0_0_17_67_0_0,258,258,ColRNAI; IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217318,1626,2_4_2_1_7_1_62,2094,0_0_227_2_0_0_1_0_0_1,1626,1626,IncFIB(K)--IncFII(K),KL151 (wzi417),unknown (KL151),O5,O5,0,0,0,0,0,-,-
ERR1217319,258,3_3_1_1_1_1_79,2095,0_0_105_6_0_0_0_5_17_0,258,258,ColRNAI; IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1217320,133,12_1_1_2_5_1_36,2096,0_0_181_3_0_0_0_0_0_0,133,10207,Col(pHAD28); Col(pHAD28); Col440I; IncFIB(K); IncFII(K); IncR,KL24 (wzi24),K24,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217321,258,3_3_1_1_1_1_79,502,0_0_105_6_0_0_0_5_15_0,258,258,Col(pHAD28); Col(pHAD28); Col(pHAD28); Col440I; ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1217322,268,2_1_2_1_7_1_81,2097,0_0_29_9_1_1_0_0_0_0,268,268,Col(pHAD28); IncFIB(K); IncFII(K),KL20 (wzi95),K20,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1217323,1626,2_4_2_1_7_1_62,2098,0_0_227_2_0_0_1_0_0_0,1626,1626,IncFIB(K)--IncFII(K),KL151 (wzi417),unknown (KL151),O5,O5,0,0,0,0,0,-,-
ERR1217324,258,3_3_1_1_1_1_79,2095,0_0_105_6_0_0_0_5_17_0,258,258,ColRNAI; IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1217325,23,2_1_1_1_9_4_12,2099,0_0_429_0_25_0_0_0_0_0,23,23,repB_KLEB,KL1 (wzi1),K1,O1/O2v2,O1,5,iuc 1 (1),clb 2 (29),iro 1 (2),ybt 1; ICEKp10 (47),rmp 1; KpVP-1,rmpA2_6-60%
ERR1217327,17,2_1_1_1_4_4_4,1586,0_0_22_24_9_1_0_0_0_0,17,17,IncFIB(K),KL25 (wzi141),K25,O5,O5,1,0,0,0,ybt 15; ICEKp11 (230-1LV),-,-
ERR1217328,512,54_3_1_1_1_1_79,2100,0_0_105_6_0_0_17_65_14_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217329,1013,2_2_1_1_3_3_1,2101,0_0_129_0_2_0_0_0_0_0,5,5,IncFIB(K),KL39 (wzi112),K39,O1/O2v1,O1,1,0,0,0,ybt 14; ICEKp5 (145-2LV),-,-
ERR1217330,11,3_3_1_1_1_1_4,2102,0_0_105_0_3_0_1_0_0_0,258,340,IncFIB(K); IncFII(K); IncR,KL105 (wzi75),unknown (KL105),O1/O2v2,O2afg,1,0,0,0,ybt 10; ICEKp4 (26),-,-
ERR1217335,512,54_3_1_1_1_1_79,2103,0_0_105_6_0_0_56_0_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217336,307,4_1_2_52_1_1_7,91,0_0_369_0_0_0_0_0_1_1,307,307,Col156; Col440II; ColRNAI; ColRNAI; IncFIB(K)--IncFII(K),KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,1,0,0,0,ybt 9; ICEKp3 (157-1LV),-,-
ERR1217337,258,3_3_1_1_1_1_79,2052,0_0_105_6_0_0_19_0_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217338,380,2_1_1_1_1_4_19,2104,0_0_339_1_1_0_0_0_0_0,380,10118,IncFIA(HI1); IncFIB(K),KL2 (wzi2),K2,O1/O2v1,O1,5,iuc unknown (0),clb 1 (1-1LV),iro 2 (incomplete) (truncated) (3-2LV),ybt 12; ICEKp10 (4-2LV),rmp 2; KpVP-2,-
ERR1217340,449,2_1_2_1_10_1_120,8281,0_0_131_1_15_0_0_0_0_0,35,35,IncFIB(K),KL22 (wzi37),K22,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (351),-,-
ERR1217341,258,3_3_1_1_1_1_79,2052,0_0_105_6_0_0_19_0_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217342,35,2_1_2_1_10_1_19,2105,0_0_131_1_33_0_0_0_0_0,35,35,IncFIB(K),KL16 (wzi16),K16,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1217343,258,3_3_1_1_1_1_79,2052,0_0_105_6_0_0_19_0_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217344,902,3_5_1_1_150_1_43,5331,0_0_113_1_0_0_1_0_1_0,1878,1878,IncFIB(K)--IncFII(K),unknown (KL125) (wzi177),unknown (KL125),O5,O5,0,0,0,0,0,-,-
ERR1217347,512,54_3_1_1_1_1_79,2103,0_0_105_6_0_0_56_0_0_0,258,258,ColRNAI; IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217349,512,54_3_1_1_1_1_79,2106,0_0_105_6_0_0_17_65_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,unknown (KL107) (-),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217350,463,2_1_4_1_7_6_19,2107,0_0_263_0_0_0_0_0_0_0,463,463,IncFIB(K); IncFII(K); IncFII(K); repB(R1701),KL117 (wzi356),unknown (KL117),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217353,512,54_3_1_1_1_1_79,2109,0_0_105_6_0_0_29_0_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217355,512,54_3_1_1_1_1_79,2070,0_0_105_6_0_0_17_65_13_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217357,512,54_3_1_1_1_1_79,2072,0_0_105_6_0_0_17_65_55_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217359,512,54_3_1_1_1_1_79,2110,0_0_105_6_0_0_17_97_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217360,405,2_1_62_3_10_4_110,2111,0_0_374_0_0_0_1_0_0_0,405,405,IncFIB(K),KL151 (wzi143),unknown (KL151),O4,O4,1,0,0,0,ybt 14; ICEKp5 (135-5LV),-,-
ERR1217363,512,54_3_1_1_1_1_79,2112,0_0_105_6_0_0_20_0_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217367,25,2_1_1_1_10_4_13,2113,0_0_388_0_2_0_0_1_0_0,25,10224,IncFIB(K); IncFII(K),KL2 (wzi72),K2,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1217368,512,54_3_1_1_1_1_79,2082,0_0_105_6_0_0_17_65_64_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217370,512,54_3_1_1_1_1_79,2114,0_0_105_6_0_0_17_95_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1217371,111,2_1_5_1_17_4_42,2115,0_0_221_1_9_0_1_0_0_0,111,111,IncFIB(K); IncFIB(pKPHS1),KL63 (wzi63),K63,O1/O2v2,O1,1,0,0,0,ybt 10; ICEKp2 (164-1LV),-,-
